FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Confirmed_delta,Deaths_delta,Recovered_delta,Active_delta
4907,,Vinnytsia,Ukraine,2021-03-04 00:00:19,48.920517,28.685484,38240,685,28044,9511,577,4,306,267
4908,,Volynska,Ukraine,2021-03-04 00:00:19,51.190885,24.870603,40401,648,37111,2642,201,1,152,48
4913,,Dnipropetrovska,Ukraine,2021-03-04 00:00:19,48.301142,34.844169,74295,2001,68598,3696,234,11,324,-101
4912,,Donetska,Ukraine,2021-03-04 00:00:19,48.047635,37.674086,47698,1073,44430,2195,213,12,237,-36
4914,,Zhytomyrskа,Ukraine,2021-03-04 00:00:19,50.639546,28.475602,51966,851,44763,6352,296,7,166,123
4915,,Zakarpatska,Ukraine,2021-03-04 00:00:19,48.403718,23.275854,41412,943,31327,9142,479,14,191,274
4891,,Zaporizka,Ukraine,2021-03-04 00:00:19,47.26706,35.700061,70067,1172,65538,3357,219,11,209,-1
4892,,Ivano-Frankivska,Ukraine,2021-03-04 00:00:19,48.701932,24.619344,66248,1199,49944,15105,640,14,493,133
4910,,Kyivska,Ukraine,2021-03-04 00:00:19,50.299214,30.455333,76555,1270,69617,5668,427,14,391,22
4893,,Kirovohradska,Ukraine,2021-03-04 00:00:19,48.472378,32.081666,10742,378,8079,2285,85,5,11,69
4894,,Luhanska,Ukraine,2021-03-04 00:00:19,48.985624,39.018116,15066,463,13953,650,47,0,48,-1
4895,,Lvivska,Ukraine,2021-03-04 00:00:19,49.717422,23.916561,79985,2298,69857,7830,403,5,184,214
4896,,Mykolaivska,Ukraine,2021-03-04 00:00:19,47.438413,31.778998,42742,798,36362,5582,197,8,184,5
4909,Kyiv,Kyivska,Ukraine,2021-03-04 00:00:19,50.448668,30.547911,139138,2697,95385,41056,655,25,789,-159
4911,,Odeska,Ukraine,2021-03-04 00:00:19,46.518829,30.602712,86727,1445,79499,5783,309,5,78,226
4897,,Poltavska,Ukraine,2021-03-04 00:00:19,49.732656,33.778584,46501,988,42615,2898,148,5,83,60
4898,,Rivnenska,Ukraine,2021-03-04 00:00:19,51.039594,26.391115,49282,628,46857,1797,217,2,141,74
4899,,Sumska,Ukraine,2021-03-04 00:00:19,51.10612,34.12381,48855,678,46346,1831,132,6,169,-43
4900,,Ternopilska,Ukraine,2021-03-04 00:00:19,49.402088,25.64818,42766,610,38896,3260,343,5,102,236
4901,,Kharkivska,Ukraine,2021-03-04 00:00:19,49.615098,36.504888,84597,1612,77171,5814,394,12,155,227
4902,,Khersonska,Ukraine,2021-03-04 00:00:19,46.673984,33.53598,21787,645,20321,821,40,2,64,-26
4903,,Khmelnytska,Ukraine,2021-03-04 00:00:19,49.507456,26.929458,48557,893,44780,2884,295,1,219,75
4904,,Cherkaska,Ukraine,2021-03-04 00:00:19,49.260159,31.352536,48929,634,45817,2478,130,1,175,-46
4905,,Chernivetska,Ukraine,2021-03-04 00:00:19,48.268275,25.976996,56128,1030,45419,9679,495,12,151,332
4906,,Chernihivska,Ukraine,2021-03-04 00:00:19,51.355018,32.004509,36021,758,31307,3956,59,3,96,-40
