FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Confirmed_delta,Deaths_delta,Recovered_delta,Active_delta
4907,,Vinnytsia,Ukraine,2021-04-20 00:00:19,48.920517,28.685484,65218,1391,44951,18876,122,3,406,-287
4908,,Volynska,Ukraine,2021-04-20 00:00:19,51.190885,24.870603,53594,909,44760,7925,214,4,174,36
4913,,Dnipropetrovska,Ukraine,2021-04-20 00:00:19,48.301142,34.844169,111559,2946,83917,24696,761,37,727,-3
4912,,Donetska,Ukraine,2021-04-20 00:00:19,48.047635,37.674086,72283,1532,54787,15964,377,0,212,165
4914,,Zhytomyrskа,Ukraine,2021-04-20 00:00:19,50.639546,28.475602,81119,1458,59839,19822,267,5,19,243
4915,,Zakarpatska,Ukraine,2021-04-20 00:00:19,48.403718,23.275854,58752,1476,49244,8032,48,4,386,-342
4891,,Zaporizka,Ukraine,2021-04-20 00:00:19,47.26706,35.700061,89648,1684,71751,16213,90,16,153,-79
4892,,Ivano-Frankivska,Ukraine,2021-04-20 00:00:19,48.701932,24.619344,82697,1896,74093,6708,48,2,150,-104
4910,,Kyivska,Ukraine,2021-04-20 00:00:19,50.299214,30.455333,112135,2087,88269,21779,428,2,221,205
4893,,Kirovohradska,Ukraine,2021-04-20 00:00:19,48.472378,32.081666,16281,565,10071,5645,164,8,19,137
4894,,Luhanska,Ukraine,2021-04-20 00:00:19,48.985624,39.018116,21055,625,16673,3757,47,3,1,43
4895,,Lvivska,Ukraine,2021-04-20 00:00:19,49.717422,23.916561,123397,3050,89602,30745,490,26,324,140
4896,,Mykolaivska,Ukraine,2021-04-20 00:00:19,47.438413,31.778998,59393,1447,46586,11360,461,17,224,220
4909,Kyiv,Kyivska,Ukraine,2021-04-20 00:00:19,50.448668,30.547911,185339,4221,115592,65526,447,23,231,193
4911,,Odeska,Ukraine,2021-04-20 00:00:19,46.518829,30.602712,126828,2245,89056,35527,372,0,101,271
4897,,Poltavska,Ukraine,2021-04-20 00:00:19,49.732656,33.778584,65796,1382,53638,10776,164,7,45,112
4898,,Rivnenska,Ukraine,2021-04-20 00:00:19,51.039594,26.391115,66806,928,56428,9450,150,6,66,78
4899,,Sumska,Ukraine,2021-04-20 00:00:19,51.10612,34.12381,68970,991,56398,11581,205,1,115,89
4900,,Ternopilska,Ukraine,2021-04-20 00:00:19,49.402088,25.64818,63207,984,52370,9853,219,5,416,-202
4901,,Kharkivska,Ukraine,2021-04-20 00:00:19,49.615098,36.504888,126061,2423,96913,26725,622,20,641,-39
4902,,Khersonska,Ukraine,2021-04-20 00:00:19,46.673984,33.53598,28956,812,23183,4961,103,12,228,-137
4903,,Khmelnytska,Ukraine,2021-04-20 00:00:19,49.507456,26.929458,78656,1451,60531,16674,100,2,32,66
4904,,Cherkaska,Ukraine,2021-04-20 00:00:19,49.260159,31.352536,69236,906,55080,13250,273,0,340,-67
4905,,Chernivetska,Ukraine,2021-04-20 00:00:19,48.268275,25.976996,75392,1572,56202,17618,139,7,303,-171
4906,,Chernihivska,Ukraine,2021-04-20 00:00:19,51.355018,32.004509,50638,1019,37743,11876,195,4,64,127
