FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Confirmed_delta,Deaths_delta,Recovered_delta,Active_delta
4907,,Vinnytsia,Ukraine,2020-05-17 16:53:33,48.920517,28.685484,436,3,146,287,1,0,0,1
4908,,Volynska,Ukraine,2020-05-17 16:53:33,51.190885,24.870603,340,7,64,269,16,1,0,15
4913,,Dnipropetrovska,Ukraine,2020-05-17 16:53:33,48.301142,34.844169,460,4,64,392,12,0,0,12
4912,,Donetska,Ukraine,2020-05-17 16:53:33,48.047635,37.674086,81,1,12,68,11,0,0,11
4914,,Zhytomyrskа,Ukraine,2020-05-17 16:53:33,50.639546,28.475602,430,10,23,397,7,0,0,7
4915,,Zakarpatska,Ukraine,2020-05-17 16:53:33,48.403718,23.275854,531,10,61,460,23,0,8,15
4891,,Zaporizka,Ukraine,2020-05-17 16:53:33,47.26706,35.700061,285,5,79,201,10,0,0,10
4892,,Ivano-Frankivska,Ukraine,2020-05-17 16:53:33,48.701932,24.619344,984,56,86,842,19,2,0,17
4910,,Kyivska,Ukraine,2020-05-17 16:53:33,50.299214,30.455333,853,17,83,753,69,0,1,68
4893,,Kirovohradska,Ukraine,2020-05-17 16:53:33,48.472378,32.081666,401,19,121,261,4,0,0,4
4894,,Luhanska,Ukraine,2020-05-17 16:53:33,48.985624,39.018116,37,0,7,30,0,0,0,0
4895,,Lvivska,Ukraine,2020-05-17 16:53:33,49.717422,23.916561,506,15,95,396,33,0,0,33
4896,,Mykolaivska,Ukraine,2020-05-17 16:53:33,47.438413,31.778998,161,3,6,152,12,0,0,12
4909,Kyiv,Kyivska,Ukraine,2020-05-17 16:53:33,50.448668,30.547911,1535,27,80,1428,24,1,0,23
4911,,Odeska,Ukraine,2020-05-17 16:53:33,46.518829,30.602712,427,3,17,407,18,0,0,18
4897,,Poltavska,Ukraine,2020-05-17 16:53:33,49.732656,33.778584,227,8,26,193,5,1,3,1
4898,,Rivnenska,Ukraine,2020-05-17 16:53:33,51.039594,26.391115,750,12,84,654,24,0,6,18
4899,,Sumska,Ukraine,2020-05-17 16:53:33,51.10612,34.12381,112,4,62,46,2,0,0,2
4900,,Ternopilska,Ukraine,2020-05-17 16:53:33,49.402088,25.64818,896,15,159,722,28,0,32,-4
4901,,Kharkivska,Ukraine,2020-05-17 16:53:33,49.615098,36.504888,361,9,36,316,13,3,0,10
4902,,Khersonska,Ukraine,2020-05-17 16:53:33,46.673984,33.53598,139,2,52,85,3,0,0,3
4903,,Khmelnytska,Ukraine,2020-05-17 16:53:33,49.507456,26.929458,116,6,27,83,1,1,0,0
4904,,Cherkaska,Ukraine,2020-05-17 16:53:33,49.260159,31.352536,312,9,64,239,4,0,1,3
4905,,Chernivetska,Ukraine,2020-05-17 16:53:33,48.268275,25.976996,1887,53,159,1675,69,6,21,42
4906,,Chernihivska,Ukraine,2020-05-17 16:53:33,51.355018,32.004509,64,5,6,53,10,0,0,10
