FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Confirmed_delta,Deaths_delta,Recovered_delta,Active_delta
4907,,Vinnytsia,Ukraine,2020-05-17 16:53:25,48.920517,28.685484,406,3,92,311,8,0,28,-20
4908,,Volynska,Ukraine,2020-05-17 16:53:25,51.190885,24.870603,260,6,52,202,6,0,3,3
4913,,Dnipropetrovska,Ukraine,2020-05-17 16:53:25,48.301142,34.844169,318,2,16,300,8,1,3,4
4912,,Donetska,Ukraine,2020-05-17 16:53:25,48.047635,37.674086,52,1,10,41,0,0,0,0
4914,,Zhytomyrskа,Ukraine,2020-05-17 16:53:25,50.639546,28.475602,354,8,16,330,3,1,6,-4
4915,,Zakarpatska,Ukraine,2020-05-17 16:53:25,48.403718,23.275854,387,9,33,345,12,2,3,7
4891,,Zaporizka,Ukraine,2020-05-17 16:53:25,47.26706,35.700061,208,5,44,159,4,0,5,-1
4892,,Ivano-Frankivska,Ukraine,2020-05-17 16:53:25,48.701932,24.619344,783,49,72,662,22,2,6,14
4910,,Kyivska,Ukraine,2020-05-17 16:53:25,50.299214,30.455333,604,13,63,528,34,0,6,28
4893,,Kirovohradska,Ukraine,2020-05-17 16:53:25,48.472378,32.081666,356,17,61,278,19,0,7,12
4894,,Luhanska,Ukraine,2020-05-17 16:53:25,48.985624,39.018116,32,0,3,29,3,0,0,3
4895,,Lvivska,Ukraine,2020-05-17 16:53:25,49.717422,23.916561,371,13,58,300,13,1,1,11
4896,,Mykolaivska,Ukraine,2020-05-17 16:53:25,47.438413,31.778998,116,2,3,111,1,0,3,-2
4909,Kyiv,Kyivska,Ukraine,2020-05-17 16:53:25,50.448668,30.547911,1298,23,64,1211,78,0,4,74
4911,,Odeska,Ukraine,2020-05-17 16:53:25,46.518829,30.602712,248,3,12,233,8,0,3,5
4897,,Poltavska,Ukraine,2020-05-17 16:53:25,49.732656,33.778584,180,3,20,157,7,0,6,1
4898,,Rivnenska,Ukraine,2020-05-17 16:53:25,51.039594,26.391115,553,11,46,496,31,0,0,31
4899,,Sumska,Ukraine,2020-05-17 16:53:25,51.10612,34.12381,95,4,54,37,0,0,6,-6
4900,,Ternopilska,Ukraine,2020-05-17 16:53:25,49.402088,25.64818,664,12,74,578,52,2,4,46
4901,,Kharkivska,Ukraine,2020-05-17 16:53:25,49.615098,36.504888,221,4,17,200,25,0,2,23
4902,,Khersonska,Ukraine,2020-05-17 16:53:25,46.673984,33.53598,88,1,26,61,0,0,11,-11
4903,,Khmelnytska,Ukraine,2020-05-17 16:53:25,49.507456,26.929458,72,5,18,49,0,0,2,-2
4904,,Cherkaska,Ukraine,2020-05-17 16:53:25,49.260159,31.352536,276,8,55,213,9,1,0,8
4905,,Chernivetska,Ukraine,2020-05-17 16:53:25,48.268275,25.976996,1429,33,79,1317,54,7,19,28
4906,,Chernihivska,Ukraine,2020-05-17 16:53:25,51.355018,32.004509,39,4,4,31,4,2,0,2
