FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Confirmed_delta,Deaths_delta,Recovered_delta,Active_delta
4907,,Vinnytsia,Ukraine,2020-06-05 00:00:19,48.920517,28.685484,1077,16,677,384,27,0,20,7
4908,,Volynska,Ukraine,2020-06-05 00:00:19,51.190885,24.870603,986,29,294,663,27,2,16,9
4913,,Dnipropetrovska,Ukraine,2020-06-05 00:00:19,48.301142,34.844169,957,21,349,587,7,0,82,-75
4912,,Donetska,Ukraine,2020-06-05 00:00:19,48.047635,37.674086,174,5,109,60,8,0,12,-4
4914,,Zhytomyrskа,Ukraine,2020-06-05 00:00:19,50.639546,28.475602,833,14,474,345,53,0,2,51
4915,,Zakarpatska,Ukraine,2020-06-05 00:00:19,48.403718,23.275854,1257,28,524,705,21,0,90,-69
4891,,Zaporizka,Ukraine,2020-06-05 00:00:19,47.26706,35.700061,469,14,269,186,6,1,11,-6
4892,,Ivano-Frankivska,Ukraine,2020-06-05 00:00:19,48.701932,24.619344,1491,84,887,520,26,1,25,0
4910,,Kyivska,Ukraine,2020-06-05 00:00:19,50.299214,30.455333,1673,37,472,1164,21,1,54,-34
4893,,Kirovohradska,Ukraine,2020-06-05 00:00:19,48.472378,32.081666,526,26,409,91,3,0,6,-3
4894,,Luhanska,Ukraine,2020-06-05 00:00:19,48.985624,39.018116,51,0,41,10,2,0,1,1
4895,,Lvivska,Ukraine,2020-06-05 00:00:19,49.717422,23.916561,1915,62,490,1363,85,3,33,49
4896,,Mykolaivska,Ukraine,2020-06-05 00:00:19,47.438413,31.778998,295,7,182,106,0,0,0,0
4909,Kyiv,Kyivska,Ukraine,2020-06-05 00:00:19,50.448668,30.547911,3210,69,849,2292,77,0,93,-16
4911,,Odeska,Ukraine,2020-06-05 00:00:19,46.518829,30.602712,933,18,290,625,20,1,59,-40
4897,,Poltavska,Ukraine,2020-06-05 00:00:19,49.732656,33.778584,272,13,253,6,0,0,0,0
4898,,Rivnenska,Ukraine,2020-06-05 00:00:19,51.039594,26.391115,1905,40,1019,846,32,0,26,6
4899,,Sumska,Ukraine,2020-06-05 00:00:19,51.10612,34.12381,177,4,147,26,3,0,0,3
4900,,Ternopilska,Ukraine,2020-06-05 00:00:19,49.402088,25.64818,1220,26,958,236,20,0,10,10
4901,,Kharkivska,Ukraine,2020-06-05 00:00:19,49.615098,36.504888,1166,49,471,646,35,1,4,30
4902,,Khersonska,Ukraine,2020-06-05 00:00:19,46.673984,33.53598,179,3,161,15,0,0,0,0
4903,,Khmelnytska,Ukraine,2020-06-05 00:00:19,49.507456,26.929458,497,11,276,210,28,0,17,11
4904,,Cherkaska,Ukraine,2020-06-05 00:00:19,49.260159,31.352536,429,16,327,86,13,0,7,6
4905,,Chernivetska,Ukraine,2020-06-05 00:00:19,48.268275,25.976996,3481,148,1051,2282,39,1,34,4
4906,,Chernihivska,Ukraine,2020-06-05 00:00:19,51.355018,32.004509,238,7,63,168,35,1,0,34
