FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Confirmed_delta,Deaths_delta,Recovered_delta,Active_delta
4907,,Vinnytsia,Ukraine,2020-05-17 16:52:59,48.920517,28.685484,151,0,7,144,32,0,6,26
4908,,Volynska,Ukraine,2020-05-17 16:52:59,51.190885,24.870603,52,2,2,48,11,0,1,10
4913,,Dnipropetrovska,Ukraine,2020-05-17 16:52:59,48.301142,34.844169,55,0,5,50,3,0,1,2
4912,,Donetska,Ukraine,2020-05-17 16:52:59,48.047635,37.674086,11,1,1,9,0,0,0,0
4914,,Zhytomyrskа,Ukraine,2020-05-17 16:52:59,50.639546,28.475602,74,3,0,71,33,0,0,33
4915,,Zakarpatska,Ukraine,2020-05-17 16:52:59,48.403718,23.275854,60,4,3,53,4,1,2,1
4891,,Zaporizka,Ukraine,2020-05-17 16:52:59,47.26706,35.700061,64,1,8,55,10,0,1,9
4892,,Ivano-Frankivska,Ukraine,2020-05-17 16:52:59,48.701932,24.619344,274,17,12,245,20,0,0,20
4910,,Kyivska,Ukraine,2020-05-17 16:52:59,50.299214,30.455333,149,5,9,135,9,0,3,6
4893,,Kirovohradska,Ukraine,2020-05-17 16:52:59,48.472378,32.081666,106,6,0,100,0,0,0,0
4894,,Luhanska,Ukraine,2020-05-17 16:52:59,48.985624,39.018116,3,0,0,3,0,0,0,0
4895,,Lvivska,Ukraine,2020-05-17 16:52:59,49.717422,23.916561,96,4,5,87,14,1,2,11
4909,Kyiv,Kyivska,Ukraine,2020-05-17 16:52:59,50.448668,30.547911,396,6,0,390,48,0,0,48
4911,,Odeska,Ukraine,2020-05-17 16:52:59,46.518829,30.602712,51,0,0,51,5,0,0,5
4897,,Poltavska,Ukraine,2020-05-17 16:52:59,49.732656,33.778584,24,0,0,24,4,0,0,4
4898,,Rivnenska,Ukraine,2020-05-17 16:52:59,51.039594,26.391115,103,6,3,94,18,0,0,18
4899,,Sumska,Ukraine,2020-05-17 16:52:59,51.10612,34.12381,69,2,1,66,6,0,0,6
4900,,Ternopilska,Ukraine,2020-05-17 16:52:59,49.402088,25.64818,208,5,1,202,12,0,1,11
4901,,Kharkivska,Ukraine,2020-05-17 16:52:59,49.615098,36.504888,8,0,0,8,2,0,0,2
4902,,Khersonska,Ukraine,2020-05-17 16:52:59,46.673984,33.53598,28,1,0,27,1,0,0,1
4903,,Khmelnytska,Ukraine,2020-05-17 16:52:59,49.507456,26.929458,18,1,0,17,2,1,0,1
4904,,Cherkaska,Ukraine,2020-05-17 16:52:59,49.260159,31.352536,93,1,1,91,7,0,1,6
4905,,Chernivetska,Ukraine,2020-05-17 16:52:59,48.268275,25.976996,409,8,21,380,43,1,0,42
4906,,Chernihivska,Ukraine,2020-05-17 16:52:59,51.355018,32.004509,9,1,0,8,0,0,0,0
