FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Confirmed_delta,Deaths_delta,Recovered_delta,Active_delta
4907,,Vinnytsia,Ukraine,2020-05-21 00:00:19,48.920517,28.685484,766,13,425,328,15,2,20,-7
4908,,Volynska,Ukraine,2020-05-21 00:00:19,51.190885,24.870603,676,21,168,487,41,4,10,27
4913,,Dnipropetrovska,Ukraine,2020-05-21 00:00:19,48.301142,34.844169,849,13,116,720,6,0,12,-6
4912,,Donetska,Ukraine,2020-05-21 00:00:19,48.047635,37.674086,133,4,48,81,2,0,6,-4
4914,,Zhytomyrskа,Ukraine,2020-05-21 00:00:19,50.639546,28.475602,583,12,230,341,10,0,45,-35
4915,,Zakarpatska,Ukraine,2020-05-21 00:00:19,48.403718,23.275854,922,24,216,682,11,0,19,-8
4891,,Zaporizka,Ukraine,2020-05-21 00:00:19,47.26706,35.700061,385,9,196,180,0,0,0,0
4892,,Ivano-Frankivska,Ukraine,2020-05-21 00:00:19,48.701932,24.619344,1246,71,539,636,11,1,15,-5
4910,,Kyivska,Ukraine,2020-05-21 00:00:19,50.299214,30.455333,1261,29,218,1014,16,0,6,10
4893,,Kirovohradska,Ukraine,2020-05-21 00:00:19,48.472378,32.081666,450,20,332,98,5,0,6,-1
4894,,Luhanska,Ukraine,2020-05-21 00:00:19,48.985624,39.018116,42,0,23,19,0,0,0,0
4895,,Lvivska,Ukraine,2020-05-21 00:00:19,49.717422,23.916561,1136,31,225,880,38,1,9,28
4896,,Mykolaivska,Ukraine,2020-05-21 00:00:19,47.438413,31.778998,264,6,98,160,1,0,0,1
4909,Kyiv,Kyivska,Ukraine,2020-05-21 00:00:19,50.448668,30.547911,2410,54,306,2050,51,2,21,28
4911,,Odeska,Ukraine,2020-05-21 00:00:19,46.518829,30.602712,792,13,86,693,8,0,6,2
4897,,Poltavska,Ukraine,2020-05-21 00:00:19,49.732656,33.778584,265,10,213,42,1,0,11,-10
4898,,Rivnenska,Ukraine,2020-05-21 00:00:19,51.039594,26.391115,1217,29,412,776,29,0,42,-13
4899,,Sumska,Ukraine,2020-05-21 00:00:19,51.10612,34.12381,164,4,100,60,0,0,2,-2
4900,,Ternopilska,Ukraine,2020-05-21 00:00:19,49.402088,25.64818,1089,22,647,420,8,0,28,-20
4901,,Kharkivska,Ukraine,2020-05-21 00:00:19,49.615098,36.504888,836,32,176,628,20,2,13,5
4902,,Khersonska,Ukraine,2020-05-21 00:00:19,46.673984,33.53598,172,2,132,38,4,0,0,4
4903,,Khmelnytska,Ukraine,2020-05-21 00:00:19,49.507456,26.929458,280,9,73,198,13,0,6,7
4904,,Cherkaska,Ukraine,2020-05-21 00:00:19,49.260159,31.352536,381,16,225,140,5,0,8,-3
4905,,Chernivetska,Ukraine,2020-05-21 00:00:19,48.268275,25.976996,2796,114,710,1972,54,4,28,22
4906,,Chernihivska,Ukraine,2020-05-21 00:00:19,51.355018,32.004509,115,6,41,68,5,0,10,-5
