FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Confirmed_delta,Deaths_delta,Recovered_delta,Active_delta
4907,,Vinnytsia,Ukraine,2020-10-03 00:00:19,48.920517,28.685484,6452,116,4075,2261,144,0,34,110
4908,,Volynska,Ukraine,2020-10-03 00:00:19,51.190885,24.870603,8325,171,5287,2867,131,1,34,96
4913,,Dnipropetrovska,Ukraine,2020-10-03 00:00:19,48.301142,34.844169,6422,116,3314,2992,334,2,93,239
4912,,Donetska,Ukraine,2020-10-03 00:00:19,48.047635,37.674086,3650,56,1126,2468,93,0,9,84
4914,,Zhytomyrskа,Ukraine,2020-10-03 00:00:19,50.639546,28.475602,6265,113,3613,2539,177,2,180,-5
4915,,Zakarpatska,Ukraine,2020-10-03 00:00:19,48.403718,23.275854,10004,309,5031,4664,86,1,233,-148
4891,,Zaporizka,Ukraine,2020-10-03 00:00:19,47.26706,35.700061,4284,64,1429,2791,156,0,0,156
4892,,Ivano-Frankivska,Ukraine,2020-10-03 00:00:19,48.701932,24.619344,13968,323,6637,7008,131,5,101,25
4910,,Kyivska,Ukraine,2020-10-03 00:00:19,50.299214,30.455333,9428,186,5639,3603,149,8,0,141
4893,,Kirovohradska,Ukraine,2020-10-03 00:00:19,48.472378,32.081666,1141,60,885,196,14,3,8,3
4894,,Luhanska,Ukraine,2020-10-03 00:00:19,48.985624,39.018116,1140,15,595,530,49,1,19,29
4895,,Lvivska,Ukraine,2020-10-03 00:00:19,49.717422,23.916561,20826,570,7603,12653,236,5,216,15
4896,,Mykolaivska,Ukraine,2020-10-03 00:00:19,47.438413,31.778998,3369,78,1114,2177,99,1,28,70
4909,Kyiv,Kyivska,Ukraine,2020-10-03 00:00:19,50.448668,30.547911,23602,401,7253,15948,447,10,312,125
4911,,Odeska,Ukraine,2020-10-03 00:00:19,46.518829,30.602712,14069,211,2555,11303,280,3,5,272
4897,,Poltavska,Ukraine,2020-10-03 00:00:19,49.732656,33.778584,2512,44,1103,1365,167,2,31,134
4898,,Rivnenska,Ukraine,2020-10-03 00:00:19,51.039594,26.391115,12770,170,10146,2454,216,3,82,131
4899,,Sumska,Ukraine,2020-10-03 00:00:19,51.10612,34.12381,4677,77,1848,2752,242,2,50,190
4900,,Ternopilska,Ukraine,2020-10-03 00:00:19,49.402088,25.64818,13996,171,8578,5247,229,1,440,-212
4901,,Kharkivska,Ukraine,2020-10-03 00:00:19,49.615098,36.504888,19588,360,4364,14864,460,6,1,453
4902,,Khersonska,Ukraine,2020-10-03 00:00:19,46.673984,33.53598,1250,26,639,585,82,0,23,59
4903,,Khmelnytska,Ukraine,2020-10-03 00:00:19,49.507456,26.929458,6432,125,2802,3505,244,5,157,82
4904,,Cherkaska,Ukraine,2020-10-03 00:00:19,49.260159,31.352536,4295,58,1799,2438,130,1,59,70
4905,,Chernivetska,Ukraine,2020-10-03 00:00:19,48.268275,25.976996,14787,365,8167,6255,182,1,52,129
4906,,Chernihivska,Ukraine,2020-10-03 00:00:19,51.355018,32.004509,4409,76,989,3344,155,5,26,124
