FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Confirmed_delta,Deaths_delta,Recovered_delta,Active_delta
4907,,Vinnytsia,Ukraine,2020-06-10 00:00:19,48.920517,28.685484,1175,20,728,427,25,1,0,24
4908,,Volynska,Ukraine,2020-06-10 00:00:19,51.190885,24.870603,1113,34,299,780,34,1,0,33
4913,,Dnipropetrovska,Ukraine,2020-06-10 00:00:19,48.301142,34.844169,971,22,629,320,0,0,77,-77
4912,,Donetska,Ukraine,2020-06-10 00:00:19,48.047635,37.674086,235,6,121,108,4,0,0,4
4914,,Zhytomyrskа,Ukraine,2020-06-10 00:00:19,50.639546,28.475602,935,16,500,419,38,0,0,38
4915,,Zakarpatska,Ukraine,2020-06-10 00:00:19,48.403718,23.275854,1425,32,606,787,39,0,0,39
4891,,Zaporizka,Ukraine,2020-06-10 00:00:19,47.26706,35.700061,499,14,290,195,3,0,4,-1
4892,,Ivano-Frankivska,Ukraine,2020-06-10 00:00:19,48.701932,24.619344,1602,88,992,522,20,0,45,-25
4910,,Kyivska,Ukraine,2020-06-10 00:00:19,50.299214,30.455333,1836,37,577,1222,24,0,0,24
4893,,Kirovohradska,Ukraine,2020-06-10 00:00:19,48.472378,32.081666,562,28,422,112,3,1,0,2
4894,,Luhanska,Ukraine,2020-06-10 00:00:19,48.985624,39.018116,54,0,43,11,0,0,0,0
4895,,Lvivska,Ukraine,2020-06-10 00:00:19,49.717422,23.916561,2211,73,531,1607,49,2,7,40
4896,,Mykolaivska,Ukraine,2020-06-10 00:00:19,47.438413,31.778998,309,7,195,107,0,0,0,0
4909,Kyiv,Kyivska,Ukraine,2020-06-10 00:00:19,50.448668,30.547911,3523,79,925,2519,33,2,37,-6
4911,,Odeska,Ukraine,2020-06-10 00:00:19,46.518829,30.602712,1010,18,376,616,8,0,0,8
4897,,Poltavska,Ukraine,2020-06-10 00:00:19,49.732656,33.778584,274,13,256,5,0,0,1,-1
4898,,Rivnenska,Ukraine,2020-06-10 00:00:19,51.039594,26.391115,2094,44,1093,957,23,4,4,15
4899,,Sumska,Ukraine,2020-06-10 00:00:19,51.10612,34.12381,198,5,158,35,5,0,0,5
4900,,Ternopilska,Ukraine,2020-06-10 00:00:19,49.402088,25.64818,1305,26,987,292,11,0,0,11
4901,,Kharkivska,Ukraine,2020-06-10 00:00:19,49.615098,36.504888,1305,54,597,654,18,2,24,-8
4902,,Khersonska,Ukraine,2020-06-10 00:00:19,46.673984,33.53598,179,3,172,4,0,0,0,0
4903,,Khmelnytska,Ukraine,2020-06-10 00:00:19,49.507456,26.929458,518,13,338,167,0,0,1,-1
4904,,Cherkaska,Ukraine,2020-06-10 00:00:19,49.260159,31.352536,490,18,346,126,21,0,0,21
4905,,Chernivetska,Ukraine,2020-06-10 00:00:19,48.268275,25.976996,3729,152,1150,2427,31,0,17,14
4906,,Chernihivska,Ukraine,2020-06-10 00:00:19,51.355018,32.004509,304,8,81,215,5,0,0,5
