FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Confirmed_delta,Deaths_delta,Recovered_delta,Active_delta
4907,,Vinnytsia,Ukraine,2020-09-16 00:00:19,48.920517,28.685484,4887,96,3268,1523,43,0,32,11
4908,,Volynska,Ukraine,2020-09-16 00:00:19,51.190885,24.870603,6428,136,4447,1845,75,1,78,-4
4913,,Dnipropetrovska,Ukraine,2020-09-16 00:00:19,48.301142,34.844169,3430,78,1583,1769,88,1,97,-10
4912,,Donetska,Ukraine,2020-09-16 00:00:19,48.047635,37.674086,2154,32,946,1176,53,0,5,48
4914,,Zhytomyrskа,Ukraine,2020-09-16 00:00:19,50.639546,28.475602,4470,86,2352,2032,80,3,0,77
4915,,Zakarpatska,Ukraine,2020-09-16 00:00:19,48.403718,23.275854,8756,286,3798,4672,81,0,40,41
4891,,Zaporizka,Ukraine,2020-09-16 00:00:19,47.26706,35.700061,2503,33,1055,1415,100,0,0,100
4892,,Ivano-Frankivska,Ukraine,2020-09-16 00:00:19,48.701932,24.619344,11510,265,4781,6464,153,4,155,-6
4910,,Kyivska,Ukraine,2020-09-16 00:00:19,50.299214,30.455333,7079,138,4722,2219,118,2,50,66
4893,,Kirovohradska,Ukraine,2020-09-16 00:00:19,48.472378,32.081666,929,50,761,118,20,0,5,15
4894,,Luhanska,Ukraine,2020-09-16 00:00:19,48.985624,39.018116,620,4,315,301,20,0,19,1
4895,,Lvivska,Ukraine,2020-09-16 00:00:19,49.717422,23.916561,17243,478,5382,11383,186,4,122,60
4896,,Mykolaivska,Ukraine,2020-09-16 00:00:19,47.438413,31.778998,2114,51,696,1367,63,3,3,57
4909,Kyiv,Kyivska,Ukraine,2020-09-16 00:00:19,50.448668,30.547911,17714,283,5385,12046,285,11,80,194
4911,,Odeska,Ukraine,2020-09-16 00:00:19,46.518829,30.602712,9993,152,2254,7587,306,3,63,240
4897,,Poltavska,Ukraine,2020-09-16 00:00:19,49.732656,33.778584,1253,30,637,586,30,2,24,4
4898,,Rivnenska,Ukraine,2020-09-16 00:00:19,51.039594,26.391115,10635,144,7838,2653,80,1,78,1
4899,,Sumska,Ukraine,2020-09-16 00:00:19,51.10612,34.12381,2553,39,1092,1422,51,2,64,-15
4900,,Ternopilska,Ukraine,2020-09-16 00:00:19,49.402088,25.64818,9624,114,4250,5260,390,5,105,280
4901,,Kharkivska,Ukraine,2020-09-16 00:00:19,49.615098,36.504888,13160,275,3935,8950,307,3,70,234
4902,,Khersonska,Ukraine,2020-09-16 00:00:19,46.673984,33.53598,661,17,370,274,17,0,18,-1
4903,,Khmelnytska,Ukraine,2020-09-16 00:00:19,49.507456,26.929458,4058,82,1828,2148,50,3,71,-24
4904,,Cherkaska,Ukraine,2020-09-16 00:00:19,49.260159,31.352536,2688,43,1211,1434,109,0,24,85
4905,,Chernivetska,Ukraine,2020-09-16 00:00:19,48.268275,25.976996,12394,317,7250,4827,142,5,64,73
4906,,Chernihivska,Ukraine,2020-09-16 00:00:19,51.355018,32.004509,2846,35,654,2157,58,0,0,58
