FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Confirmed_delta,Deaths_delta,Recovered_delta,Active_delta
4907,,Vinnytsia,Ukraine,2020-05-17 16:53:36,48.920517,28.685484,472,5,219,248,18,0,3,15
4908,,Volynska,Ukraine,2020-05-17 16:53:36,51.190885,24.870603,359,9,96,254,16,2,8,6
4913,,Dnipropetrovska,Ukraine,2020-05-17 16:53:36,48.301142,34.844169,568,4,72,492,90,0,2,88
4912,,Donetska,Ukraine,2020-05-17 16:53:36,48.047635,37.674086,85,3,14,68,2,0,1,1
4914,,Zhytomyrskа,Ukraine,2020-05-17 16:53:36,50.639546,28.475602,456,11,37,408,8,1,6,1
4915,,Zakarpatska,Ukraine,2020-05-17 16:53:36,48.403718,23.275854,572,13,73,486,26,1,8,17
4891,,Zaporizka,Ukraine,2020-05-17 16:53:36,47.26706,35.700061,298,5,89,204,11,0,3,8
4892,,Ivano-Frankivska,Ukraine,2020-05-17 16:53:36,48.701932,24.619344,1037,59,104,874,22,2,13,7
4910,,Kyivska,Ukraine,2020-05-17 16:53:36,50.299214,30.455333,891,17,89,785,25,0,4,21
4893,,Kirovohradska,Ukraine,2020-05-17 16:53:36,48.472378,32.081666,402,19,181,202,1,0,27,-26
4894,,Luhanska,Ukraine,2020-05-17 16:53:36,48.985624,39.018116,42,0,8,34,4,0,1,3
4895,,Lvivska,Ukraine,2020-05-17 16:53:36,49.717422,23.916561,553,16,116,421,39,0,10,29
4896,,Mykolaivska,Ukraine,2020-05-17 16:53:36,47.438413,31.778998,165,5,29,131,2,1,11,-10
4909,Kyiv,Kyivska,Ukraine,2020-05-17 16:53:36,50.448668,30.547911,1651,28,99,1524,68,0,8,60
4911,,Odeska,Ukraine,2020-05-17 16:53:36,46.518829,30.602712,505,3,20,482,36,0,2,34
4897,,Poltavska,Ukraine,2020-05-17 16:53:36,49.732656,33.778584,232,8,55,169,1,0,19,-18
4898,,Rivnenska,Ukraine,2020-05-17 16:53:36,51.039594,26.391115,787,12,100,675,8,0,9,-1
4899,,Sumska,Ukraine,2020-05-17 16:53:36,51.10612,34.12381,130,4,63,63,18,0,0,18
4900,,Ternopilska,Ukraine,2020-05-17 16:53:36,49.402088,25.64818,935,15,188,732,12,0,16,-4
4901,,Kharkivska,Ukraine,2020-05-17 16:53:36,49.615098,36.504888,403,10,48,345,26,0,12,14
4902,,Khersonska,Ukraine,2020-05-17 16:53:36,46.673984,33.53598,143,2,57,84,1,0,0,1
4903,,Khmelnytska,Ukraine,2020-05-17 16:53:36,49.507456,26.929458,134,7,30,97,15,1,2,12
4904,,Cherkaska,Ukraine,2020-05-17 16:53:36,49.260159,31.352536,314,10,81,223,0,1,12,-13
4905,,Chernivetska,Ukraine,2020-05-17 16:53:36,48.268275,25.976996,1985,57,220,1708,37,2,45,-10
4906,,Chernihivska,Ukraine,2020-05-17 16:53:36,51.355018,32.004509,65,5,9,51,1,0,0,1
