FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Confirmed_delta,Deaths_delta,Recovered_delta,Active_delta
4907,,Vinnytsia,Ukraine,2020-06-09 00:00:19,48.920517,28.685484,1150,19,728,403,14,1,7,6
4908,,Volynska,Ukraine,2020-06-09 00:00:19,51.190885,24.870603,1079,33,299,747,27,1,0,26
4913,,Dnipropetrovska,Ukraine,2020-06-09 00:00:19,48.301142,34.844169,971,22,552,397,0,0,20,-20
4912,,Donetska,Ukraine,2020-06-09 00:00:19,48.047635,37.674086,231,6,121,104,0,1,0,-1
4914,,Zhytomyrskа,Ukraine,2020-06-09 00:00:19,50.639546,28.475602,897,16,500,381,16,0,0,16
4915,,Zakarpatska,Ukraine,2020-06-09 00:00:19,48.403718,23.275854,1386,32,606,748,64,2,38,24
4891,,Zaporizka,Ukraine,2020-06-09 00:00:19,47.26706,35.700061,496,14,286,196,1,0,0,1
4892,,Ivano-Frankivska,Ukraine,2020-06-09 00:00:19,48.701932,24.619344,1582,88,947,547,20,1,0,19
4910,,Kyivska,Ukraine,2020-06-09 00:00:19,50.299214,30.455333,1812,37,577,1198,28,0,19,9
4893,,Kirovohradska,Ukraine,2020-06-09 00:00:19,48.472378,32.081666,559,27,422,110,6,0,6,0
4894,,Luhanska,Ukraine,2020-06-09 00:00:19,48.985624,39.018116,54,0,43,11,0,0,0,0
4895,,Lvivska,Ukraine,2020-06-09 00:00:19,49.717422,23.916561,2162,71,524,1567,41,2,3,36
4896,,Mykolaivska,Ukraine,2020-06-09 00:00:19,47.438413,31.778998,309,7,195,107,0,0,0,0
4909,Kyiv,Kyivska,Ukraine,2020-06-09 00:00:19,50.448668,30.547911,3490,77,888,2525,72,0,0,72
4911,,Odeska,Ukraine,2020-06-09 00:00:19,46.518829,30.602712,1002,18,376,608,6,0,4,2
4897,,Poltavska,Ukraine,2020-06-09 00:00:19,49.732656,33.778584,274,13,255,6,0,0,0,0
4898,,Rivnenska,Ukraine,2020-06-09 00:00:19,51.039594,26.391115,2071,40,1089,942,25,0,1,24
4899,,Sumska,Ukraine,2020-06-09 00:00:19,51.10612,34.12381,193,5,158,30,0,0,0,0
4900,,Ternopilska,Ukraine,2020-06-09 00:00:19,49.402088,25.64818,1294,26,987,281,19,0,3,16
4901,,Kharkivska,Ukraine,2020-06-09 00:00:19,49.615098,36.504888,1287,52,573,662,36,0,28,8
4902,,Khersonska,Ukraine,2020-06-09 00:00:19,46.673984,33.53598,179,3,172,4,0,0,0,0
4903,,Khmelnytska,Ukraine,2020-06-09 00:00:19,49.507456,26.929458,518,13,337,168,0,0,0,0
4904,,Cherkaska,Ukraine,2020-06-09 00:00:19,49.260159,31.352536,469,18,346,105,9,0,3,6
4905,,Chernivetska,Ukraine,2020-06-09 00:00:19,48.268275,25.976996,3698,152,1133,2413,59,1,9,49
4906,,Chernihivska,Ukraine,2020-06-09 00:00:19,51.355018,32.004509,299,8,81,210,20,0,0,20
