FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Confirmed_delta,Deaths_delta,Recovered_delta,Active_delta
4907,,Vinnytsia,Ukraine,2021-07-18 00:00:19,48.920517,28.685484,71269,1696,69373,200,21,0,8,13
4908,,Volynska,Ukraine,2021-07-18 00:00:19,51.190885,24.870603,62247,1203,60955,89,1,0,9,-8
4913,,Dnipropetrovska,Ukraine,2021-07-18 00:00:19,48.301142,34.844169,136028,4473,131089,466,40,4,42,-6
4912,,Donetska,Ukraine,2021-07-18 00:00:19,48.047635,37.674086,91065,2373,88314,378,26,0,25,1
4914,,Zhytomyrskа,Ukraine,2021-07-18 00:00:19,50.639546,28.475602,88636,1799,86572,265,11,2,8,1
4915,,Zakarpatska,Ukraine,2021-07-18 00:00:19,48.403718,23.275854,62169,1606,60487,76,2,0,2,0
4891,,Zaporizka,Ukraine,2021-07-18 00:00:19,47.26706,35.700061,104893,2451,102196,246,30,1,31,-2
4892,,Ivano-Frankivska,Ukraine,2021-07-18 00:00:19,48.701932,24.619344,86763,2104,84575,84,10,0,10,0
4910,,Kyivska,Ukraine,2021-07-18 00:00:19,50.299214,30.455333,127943,2759,124649,535,33,0,55,-22
4893,,Kirovohradska,Ukraine,2021-07-18 00:00:19,48.472378,32.081666,20684,853,19718,113,3,0,12,-9
4894,,Luhanska,Ukraine,2021-07-18 00:00:19,48.985624,39.018116,26841,960,25643,238,12,0,7,5
4895,,Lvivska,Ukraine,2021-07-18 00:00:19,49.717422,23.916561,137823,3675,133684,464,24,0,54,-30
4896,,Mykolaivska,Ukraine,2021-07-18 00:00:19,47.438413,31.778998,70193,1857,68178,158,10,0,14,-4
4909,Kyiv,Kyivska,Ukraine,2021-07-18 00:00:19,50.448668,30.547911,216606,5215,207427,3964,171,2,155,14
4911,,Odeska,Ukraine,2021-07-18 00:00:19,46.518829,30.602712,141307,3002,137544,761,60,3,39,18
4897,,Poltavska,Ukraine,2021-07-18 00:00:19,49.732656,33.778584,78098,1868,76039,191,7,0,55,-48
4898,,Rivnenska,Ukraine,2021-07-18 00:00:19,51.039594,26.391115,79608,1206,78318,84,7,0,3,4
4899,,Sumska,Ukraine,2021-07-18 00:00:19,51.10612,34.12381,78149,1332,76537,280,17,0,14,3
4900,,Ternopilska,Ukraine,2021-07-18 00:00:19,49.402088,25.64818,70119,1204,68849,66,2,1,7,-6
4901,,Kharkivska,Ukraine,2021-07-18 00:00:19,49.615098,36.504888,148929,3576,144730,623,35,3,19,13
4902,,Khersonska,Ukraine,2021-07-18 00:00:19,46.673984,33.53598,36022,1157,34598,267,21,0,45,-24
4903,,Khmelnytska,Ukraine,2021-07-18 00:00:19,49.507456,26.929458,89066,1885,87021,160,5,0,26,-21
4904,,Cherkaska,Ukraine,2021-07-18 00:00:19,49.260159,31.352536,82017,1319,80361,337,21,0,23,-2
4905,,Chernivetska,Ukraine,2021-07-18 00:00:19,48.268275,25.976996,80047,1794,78156,97,9,0,11,-2
4906,,Chernihivska,Ukraine,2021-07-18 00:00:19,51.355018,32.004509,57674,1351,55944,379,13,0,2,11
