FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Confirmed_delta,Deaths_delta,Recovered_delta,Active_delta
4907,,Vinnytsia,Ukraine,2020-12-14 00:00:19,48.920517,28.685484,19801,336,11731,7734,121,5,166,-50
4908,,Volynska,Ukraine,2020-12-14 00:00:19,51.190885,24.870603,28019,467,20936,6616,167,2,220,-55
4913,,Dnipropetrovska,Ukraine,2020-12-14 00:00:19,48.301142,34.844169,49074,1153,34387,13534,709,18,672,19
4912,,Donetska,Ukraine,2020-12-14 00:00:19,48.047635,37.674086,29398,594,19263,9541,367,0,270,97
4914,,Zhytomyrskа,Ukraine,2020-12-14 00:00:19,50.639546,28.475602,34073,570,24957,8546,359,1,170,188
4915,,Zakarpatska,Ukraine,2020-12-14 00:00:19,48.403718,23.275854,26016,581,18677,6758,133,4,159,-30
4891,,Zaporizka,Ukraine,2020-12-14 00:00:19,47.26706,35.700061,41995,396,10712,30887,535,15,876,-356
4892,,Ivano-Frankivska,Ukraine,2020-12-14 00:00:19,48.701932,24.619344,40668,732,16513,23423,184,7,54,123
4910,,Kyivska,Ukraine,2020-12-14 00:00:19,50.299214,30.455333,48523,818,19862,27843,740,1,236,503
4893,,Kirovohradska,Ukraine,2020-12-14 00:00:19,48.472378,32.081666,7166,201,2849,4116,107,3,3,101
4894,,Luhanska,Ukraine,2020-12-14 00:00:19,48.985624,39.018116,7889,209,5672,2008,184,3,6,175
4895,,Lvivska,Ukraine,2020-12-14 00:00:19,49.717422,23.916561,53662,1487,37289,14886,363,22,418,-77
4896,,Mykolaivska,Ukraine,2020-12-14 00:00:19,47.438413,31.778998,23864,392,10697,12775,385,11,14,360
4909,Kyiv,Kyivska,Ukraine,2020-12-14 00:00:19,50.448668,30.547911,91138,1584,28817,60737,1125,10,189,926
4911,,Odeska,Ukraine,2020-12-14 00:00:19,46.518829,30.602712,57699,794,19587,37318,628,12,606,10
4897,,Poltavska,Ukraine,2020-12-14 00:00:19,49.732656,33.778584,29121,604,19011,9506,310,1,250,59
4898,,Rivnenska,Ukraine,2020-12-14 00:00:19,51.039594,26.391115,36117,446,29891,5780,217,1,11,205
4899,,Sumska,Ukraine,2020-12-14 00:00:19,51.10612,34.12381,35702,457,23844,11401,375,1,907,-533
4900,,Ternopilska,Ukraine,2020-12-14 00:00:19,49.402088,25.64818,31165,423,25669,5073,201,1,158,42
4901,,Kharkivska,Ukraine,2020-12-14 00:00:19,49.615098,36.504888,62324,894,46333,15097,339,17,749,-427
4902,,Khersonska,Ukraine,2020-12-14 00:00:19,46.673984,33.53598,13972,305,6115,7552,249,0,0,249
4903,,Khmelnytska,Ukraine,2020-12-14 00:00:19,49.507456,26.929458,34800,523,24901,9376,383,7,235,141
4904,,Cherkaska,Ukraine,2020-12-14 00:00:19,49.260159,31.352536,31209,267,13714,17228,425,6,335,84
4905,,Chernivetska,Ukraine,2020-12-14 00:00:19,48.268275,25.976996,36695,708,21177,14810,199,4,661,-466
4906,,Chernihivska,Ukraine,2020-12-14 00:00:19,51.355018,32.004509,24125,213,8960,14952,371,4,198,169
