FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Confirmed_delta,Deaths_delta,Recovered_delta,Active_delta
4907,,Vinnytsia,Ukraine,2020-12-29 00:00:19,48.920517,28.685484,22008,381,14595,7032,48,3,257,-212
4908,,Volynska,Ukraine,2020-12-29 00:00:19,51.190885,24.870603,32537,501,27216,4820,108,0,321,-213
4913,,Dnipropetrovska,Ukraine,2020-12-29 00:00:19,48.301142,34.844169,57196,1338,43737,12121,303,8,527,-232
4912,,Donetska,Ukraine,2020-12-29 00:00:19,48.047635,37.674086,35188,678,25266,9244,259,0,65,194
4914,,Zhytomyrskа,Ukraine,2020-12-29 00:00:19,50.639546,28.475602,38545,638,30465,7442,51,3,0,48
4915,,Zakarpatska,Ukraine,2020-12-29 00:00:19,48.403718,23.275854,27879,629,22468,4782,51,2,63,-14
4891,,Zaporizka,Ukraine,2020-12-29 00:00:19,47.26706,35.700061,52175,530,18092,33553,472,0,151,321
4892,,Ivano-Frankivska,Ukraine,2020-12-29 00:00:19,48.701932,24.619344,42894,796,26338,15760,66,1,324,-259
4910,,Kyivska,Ukraine,2020-12-29 00:00:19,50.299214,30.455333,57614,934,31804,24876,283,1,218,64
4893,,Kirovohradska,Ukraine,2020-12-29 00:00:19,48.472378,32.081666,8234,244,3916,4074,9,2,50,-43
4894,,Luhanska,Ukraine,2020-12-29 00:00:19,48.985624,39.018116,10013,271,6818,2924,31,2,0,29
4895,,Lvivska,Ukraine,2020-12-29 00:00:19,49.717422,23.916561,60005,1732,45090,13183,207,12,812,-617
4896,,Mykolaivska,Ukraine,2020-12-29 00:00:19,47.438413,31.778998,29878,492,13533,15853,347,3,0,344
4909,Kyiv,Kyivska,Ukraine,2020-12-29 00:00:19,50.448668,30.547911,108055,1854,37461,68740,851,10,188,653
4911,,Odeska,Ukraine,2020-12-29 00:00:19,46.518829,30.602712,69134,1005,38403,29726,172,9,1413,-1250
4897,,Poltavska,Ukraine,2020-12-29 00:00:19,49.732656,33.778584,34843,713,25869,8261,243,0,0,243
4898,,Rivnenska,Ukraine,2020-12-29 00:00:19,51.039594,26.391115,40332,499,35465,4368,37,3,189,-155
4899,,Sumska,Ukraine,2020-12-29 00:00:19,51.10612,34.12381,40129,513,32773,6843,82,0,227,-145
4900,,Ternopilska,Ukraine,2020-12-29 00:00:19,49.402088,25.64818,33540,450,29559,3531,88,0,198,-110
4901,,Kharkivska,Ukraine,2020-12-29 00:00:19,49.615098,36.504888,67991,1057,54362,12572,123,6,333,-216
4902,,Khersonska,Ukraine,2020-12-29 00:00:19,46.673984,33.53598,17193,408,7619,9166,126,0,96,30
4903,,Khmelnytska,Ukraine,2020-12-29 00:00:19,49.507456,26.929458,38408,648,31613,6147,30,2,175,-147
4904,,Cherkaska,Ukraine,2020-12-29 00:00:19,49.260159,31.352536,37856,360,20677,16819,239,2,580,-343
4905,,Chernivetska,Ukraine,2020-12-29 00:00:19,48.268275,25.976996,39515,768,27551,11196,93,4,358,-269
4906,,Chernihivska,Ukraine,2020-12-29 00:00:19,51.355018,32.004509,29212,410,15039,13763,66,2,646,-582
