FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Confirmed_delta,Deaths_delta,Recovered_delta,Active_delta
4907,,Vinnytsia,Ukraine,2021-05-01 00:00:19,48.920517,28.685484,67821,1506,51360,14955,214,11,752,-549
4908,,Volynska,Ukraine,2021-05-01 00:00:19,51.190885,24.870603,57221,994,48790,7437,263,3,405,-145
4913,,Dnipropetrovska,Ukraine,2021-05-01 00:00:19,48.301142,34.844169,121155,3336,98656,19163,930,31,1689,-790
4912,,Donetska,Ukraine,2021-05-01 00:00:19,48.047635,37.674086,79594,1755,62518,15321,528,34,1946,-1452
4914,,Zhytomyrskа,Ukraine,2021-05-01 00:00:19,50.639546,28.475602,84230,1586,67526,15118,299,5,619,-325
4915,,Zakarpatska,Ukraine,2021-05-01 00:00:19,48.403718,23.275854,60013,1522,53610,4881,77,7,396,-326
4891,,Zaporizka,Ukraine,2021-05-01 00:00:19,47.26706,35.700061,96026,1899,77926,16201,620,0,742,-122
4892,,Ivano-Frankivska,Ukraine,2021-05-01 00:00:19,48.701932,24.619344,83887,1957,77514,4416,121,5,425,-309
4910,,Kyivska,Ukraine,2021-05-01 00:00:19,50.299214,30.455333,118553,2360,99540,16653,415,18,1262,-865
4893,,Kirovohradska,Ukraine,2021-05-01 00:00:19,48.472378,32.081666,18185,649,10854,6682,168,4,66,98
4894,,Luhanska,Ukraine,2021-05-01 00:00:19,48.985624,39.018116,23450,719,18798,3933,236,9,271,-44
4895,,Lvivska,Ukraine,2021-05-01 00:00:19,49.717422,23.916561,129566,3262,102614,23690,568,16,1681,-1129
4896,,Mykolaivska,Ukraine,2021-05-01 00:00:19,47.438413,31.778998,63161,1613,53547,8001,313,16,1194,-897
4909,Kyiv,Kyivska,Ukraine,2021-05-01 00:00:19,50.448668,30.547911,195498,4591,123977,66930,868,24,1146,-302
4911,,Odeska,Ukraine,2021-05-01 00:00:19,46.518829,30.602712,133660,2539,100759,30362,531,21,1434,-924
4897,,Poltavska,Ukraine,2021-05-01 00:00:19,49.732656,33.778584,71707,1540,60002,10165,523,11,536,-24
4898,,Rivnenska,Ukraine,2021-05-01 00:00:19,51.039594,26.391115,71514,1013,62352,8149,403,6,800,-403
4899,,Sumska,Ukraine,2021-05-01 00:00:19,51.10612,34.12381,72729,1123,62897,8709,331,6,782,-457
4900,,Ternopilska,Ukraine,2021-05-01 00:00:19,49.402088,25.64818,66086,1063,57384,7639,276,8,482,-214
4901,,Kharkivska,Ukraine,2021-05-01 00:00:19,49.615098,36.504888,136029,2728,107368,25933,1059,22,977,60
4902,,Khersonska,Ukraine,2021-05-01 00:00:19,46.673984,33.53598,31124,909,25171,5044,237,13,155,69
4903,,Khmelnytska,Ukraine,2021-05-01 00:00:19,49.507456,26.929458,83408,1614,69183,12611,328,16,996,-684
4904,,Cherkaska,Ukraine,2021-05-01 00:00:19,49.260159,31.352536,74489,1030,59991,13468,366,6,499,-139
4905,,Chernivetska,Ukraine,2021-05-01 00:00:19,48.268275,25.976996,77126,1647,61721,13758,124,7,620,-503
4906,,Chernihivska,Ukraine,2021-05-01 00:00:19,51.355018,32.004509,53305,1130,41467,10708,274,8,317,-51
